Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
sirolimus,simplechemical,,,chebi,chebi:9168,,,translation,bioprocess,,,go,go:0006412,,,negative,i,inhibition,,,,,,0.65,indra,"it is widely believed that rapamycin inhibits the translation of key mrnas required for progression from the g1 to the s phase, inducing cell-cycle arrest at g0/g1.42 although both rapamycin and pp242 induced g0/g1 arrest in ed-40515 (-) cells effectively, only pp242 induced apoptosis compared to the control and the mtorc1 inhibitors in ed-40515 (-), mt-2, and atl-43t cells.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
pi3k_p110,other,,,fplx,pi3k_p110,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"furthermore, we showed that cal-101, a selective pi3k p110 delta inhibitor, reduces proliferation and promotes apoptosis in t-all cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,mtorc1,bioprocess,,,go,go:0031931,,,negative,i,inhibition,,,,,,0.65,indra,"on the other hand, mtorc1 inhibition by rapamycin prolonged survival of t-all bearing mice, but in the long run rapamycin-insensitive leukemia cells emerged leading to disease progression [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,ed-40515(-),other,,,text,ed-40515(-),,,negative,i,inhibition,,,,,,0.65,indra,"rapamycin suppressed the proliferation of the ed-40515 (-), ed-40515 (+), hut-102, sy, and mt-2 cells, and to a lesser extent the proliferation of the syk-11l (+), atl-43t, and mt-1 cells.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,"rapamycin suppressed the proliferation of the ed-40515 (-), ed-40515 (+), hut-102, sy, and mt-2 cells, and to a lesser extent the proliferation of the syk-11l (+), atl-43t, and mt-1 cells.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
rptor,protein,,rptor,uniprot,q8n122,,,cell cycle,bioprocess,,,go,go:0007049,,,negative,i,inhibition,,,,,,0.65,indra,"in a mouse model of t-all evoked by kras activation, raptor deficiency, an essential component of mammalian target of rapamycin complex 1 (mtorc1), dramatically inhibited the cell cycle progression in oncogenic kras expressing t-cell progenitors, and specifically prevented the development of t-all [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
rps6,other,,rps6,up,p62753,,,mtorc1,other,,,fplx,mtorc1,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4297581,['nan'],['nan'],1,0.1,39,1,39.1
rps6,other,,rps6,up,p62753,,,mtor,other,,mtor,up,p42345,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
rosa26lsl-pb strain,other,,,text_norm,rosa26lsl-pb strain,,,atp2,other,,,text_norm,atp2,,,positive,i,activation,,,,,,0.65,indra,"rosa26lsl-pb mice16 were crossed to rosa26lsl-itk-syk mice to generate the rosa26lsl-itk-syk ; rosa26lsl-pb strain , and atp2-h3214 mice were crossed to cd4-cre mice to generate the atp2 ; cd4-cre transgenic animals .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
rosa26lsl-pb mice16,other,,,text_norm,rosa26lsl-pb mice16,,,rosa26lsl-itk-syk,other,,,text_norm,rosa26lsl-itk-syk,,,positive,i,activation,,,,,,0.65,indra,"rosa26lsl-pb mice16 were crossed to rosa26lsl-itk-syk mice to generate the rosa26lsl-itk-syk ; rosa26lsl-pb strain , and atp2-h3214 mice were crossed to cd4-cre mice to generate the atp2 ; cd4-cre transgenic animals .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
rictor,protein,,rictor,uniprot,q6r327,,,mtorc2,bioprocess,,,mesh,d000076225,,,negative,i,inhibition,,,,,,0.65,indra,"to determine the contribution of mtorc2 activity to pten fl/fl foxp3-cre phenotypes, we crossed pten fl/fl foxp3-cre mice with those lacking rictor that abrogated mtorc2 activity (pten fl/fl foxp3-cre) 25 to generate pten fl/fl rictor fl/fl foxp3-cre mice.",pmc4297581,['nan'],['nan'],1,0.1,39,1,39.1
resulting lines,other,,,text_norm,resulting lines,,,quadruple-transgenic rosa26lsl-itk-syk,other,,,text_norm,quadruple-transgenic rosa26lsl-itk-syk,,,positive,i,activation,,,,,,0.65,indra,both resulting lines were crossed again to generate the quadruple-transgenic rosa26lsl-itk-syk ; rosa26lsl-pb ; atp2 ; cd4-cre mice and control cohorts .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
ras,family,,,pfam,pf00071,,,mutations,other,,,text,mutations,,,positive,i,activation,,,,,,0.65,indra,"importantly, a conditionalk-ras g12d (where glycine in codon 12 is mutated to aspartic acid in k-ras ) knock-in mouse model develops t-cell leukemia/lymphoma [ xref ] and ras activating mutations cooperate with notch1 mutations to drive t-all development [ xref ].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
pten-mtorc2 axis,other,,,text,pten-mtorc2 axis,,,fh,protein,,fh,uniprot,p07954,,,negative,i,inhibition,,,,,,0.65,indra,our studies therefore establish that the pten-mtorc2 axis acts as a central pathway to orchestrate t reg cell stability and restrict t h 1 and t fh responses.,pmc4297581,['nan'],['nan'],1,0.1,39,1,39.1
pi3k_p110,other,,,fplx,pi3k_p110,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"furthermore, we showed that cal-101, a selective pi3k p110 delta inhibitor, reduces proliferation and promotes apoptosis in t-all cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
pi3k/akt/mtor,other,,,text,pi3k/akt/mtor,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,3.2 pi3k/akt/mtor pathway inhibitors suppress proliferation of atl and htlv-1-infected cells.,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1,protein,,pdcd1,uniprot,q15116,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,"the deficiency in pd-1 in t cell lymphoma promotes pi3k/akt activity, and our preclinical data suggest pi3k inhibitors as candidate drugs for the treatment of these tumours.",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"in th differentiation, stimulated by high tcr strength, multiple mechanisms suppress pten activity by lowering protein levels and enzymatic activity (xref_fig).",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1,protein,,pdcd1,uniprot,q15116,,,pi3k akt,other,,,text_norm,pi3k akt,,,negative,i,inhibition,,,,,,0.65,indra,"the deficiency in pd-1 in t cell lymphoma promotes pi3k / akt activity , and our preclinical data suggest pi3k inhibitors as candidate drugs for the treatment of these tumours .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1,protein,,pdcd1,uniprot,q15116,,,pre-malignant cells,other,,,text_norm,pre-malignant cells,,,negative,i,inhibition,,,,,,0.65,indra,"mechanistically , pd-1 activity enhances pten levels and attenuates akt and pkc signalling in pre-malignant cells .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,mtor,other,,mtor,up,p42345,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1 alleles,other,,,text_norm,pdcd1 alleles,,,absent pdcd1 mrna,other,,,text_norm,absent pdcd1 mrna,,,positive,i,activation,,,,,,0.65,indra,"in addition , within this patient group , loss of one or two pdcd1 alleles led to a significantly reduced or completely absent pdcd1 mrna expression ( fig. 3e ) .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1 deletions,other,,,text_norm,pdcd1 deletions,,,tumourigenesis,other,,,text_norm,tumourigenesis,,,positive,i,activation,,,,,,0.65,indra,"consistently , in murine pd-1-deficient itk-syk + lymphomas , pten levels are reduced and akt and pkctheta activity is enhanced ( fig. 4g ) , suggesting that pdcd1 deletions promote tumourigenesis , at least in part , via these mechanisms .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1 locus human t-nhl,other,,,text_norm,pdcd1 locus human t-nhl,,,pdcd1 mrna,other,,,text_norm,pdcd1 mrna,,,positive,i,activation,,,,,,0.65,indra,"thus , pdcd1 expression is upregulated after oncogenic t cell signalling in murine and human cells , and the loss of the pdcd1 locus in human t-nhl impairs pdcd1 mrna expression .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
phosphatase,other,,,fplx,phosphatase,,,akt,other,,pten,fplx,akt,,,negative,i,inhibition,,,,,,0.86,indra,"although the lipid phosphatase phosphatase and tensin homolog (pten) suppresses akt activity, the control of pten activity is poorly studied in t cells.",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.8775000000000001,indra,pi3k inhibition downregulated akt activity and induced death of itk-syk  pd-1   lymphoma cells (extended data fig. 9d).,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"furthermore, we showed that cal-101, a selective pi3k p110 delta inhibitor, reduces proliferation and promotes apoptosis in t-all cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,itk,protein,,itk,uniprot,q08881,,,positive,i,activation,,,,,,0.65,indra,"given the defective tcr signaling in itk -/- t cells, we examined the effects of itk deficiency on activation of il-2-induced signaling.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,erk,bioprocess,,,mesh,d020928,,,positive,i,activation,,,,,,0.8775000000000001,indra,itk-deficient cells also have defective tcr-induced erk activation.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"inhibition of pi3k and akt and mtor pathways, including targeted deletion of mtor, leads to foxp3 expression upon tcr stimulation of cd4 cells.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
pi3k-akt-mtor,other,,,text,pi3k-akt-mtor,,,stat5,other,,,fplx,stat5,,,positive,i,activation,,,,,,0.65,indra,"however, il-2 activates multiple intracellular pathways in addition to stat5 mediated signaling, including mitogen activated protein kinase (mapk) and pi3k-akt-mtor pathways.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tchp,protein,,tchp,uniprot,q9bt92,,,ras,family,,,pfam,pf00071,,,positive,i,activation,,,,,,0.65,indra,"indeed, neurofibromin 1 (nf1), a tumor suppressor protein enhancing ras hydrolyzing activity, was reported to be mutated in t-all patients [xref_bibr], as well as to have a leukemogenic potential in vivo when deleted in combination with p120-ras gap in t-cells [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"furthermore, we showed that cal-101, a selective pi3k p110 delta inhibitor, reduces proliferation and promotes apoptosis in t-all cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
tal1,protein,,tal1,uniprot,p17542,,,spi1,protein,,spi1,uniprot,p17947,,,positive,i,increaseamount,,,,,,0.65,indra,"/ tal1 + -induced reprogramming also increased lmo1, lmo2 and spi1 expression, and therefore reconciles in part with ' self-renewal reprogramming ' found in transgenic mice 24 (xref_fig).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
tal1,protein,,tal1,uniprot,p17542,,,myc,protein,,myc,uniprot,p01106,,,positive,i,increaseamount,,,,,,0.65,indra,"indeed, our data show that tal1 silences the il7r-jak-stat signaling cascade and therefore requires activation of akt to stimulate e2f and myc expression.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,death,bioprocess,,,mesh,d003643,,,positive,i,activation,,,,,,0.65,indra,pi3k inhibition downregulated akt activity and induced death of itk-syk  pd-1   lymphoma cells (extended data fig. 9d).,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,ikzf1,protein,,ikzf1,uniprot,q13422,,,positive,i,activation,,,,,,0.65,indra,44 pi3k and akt signaling mediates inappropriate ikaros mrna splicing by downregulation of foxo1 in pten -/- pro b cells.,pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,lymphoma,bioprocess,,,mesh,d008223,,,positive,i,activation,,,,,,0.65,indra,pi3k inhibition downregulated akt activity and induced death of itk-syk  pd-1   lymphoma cells (extended data fig. 9d).,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tal1,protein,,tal1,uniprot,p17542,,,lmo2,protein,,lmo2,uniprot,p25791,,,positive,i,increaseamount,,,,,,0.65,indra,"/ tal1 + -induced reprogramming also increased lmo1, lmo2 and spi1 expression, and therefore reconciles in part with ' self-renewal reprogramming ' found in transgenic mice 24 (xref_fig).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pi3k,other,,,fplx,pi3k,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,activation,,,,,,0.65,indra,pi3k inhibition downregulated akt activity and induced death of itk-syk  pd-1   lymphoma cells (extended data fig. 9d).,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pi3k-akt-mtor,other,,,text,pi3k-akt-mtor,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,reduced pi3k-akt-mtor signaling in itk -/- cd4 + t cells.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
pi3k-akt-mtor,other,,,text,pi3k-akt-mtor,,,itk,protein,,itk,uniprot,q08881,,,negative,i,inhibition,,,,,,0.65,indra,reduced pi3k-akt-mtor signaling in itk -/- cd4 + t cells.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
accumulation lymphoblastoid itk-syk pd-1,other,,,text_norm,accumulation lymphoblastoid itk-syk pd-1,,,pd-1 animals had be euthanized,other,,,text_norm,pd-1 animals had be euthanized,,,positive,i,activation,,,,,,0.65,indra,"in sharp contrast , without pd-1 , the itk-syk + t cells expanded without restriction , and all tamoxifen-treated itk-sykcd4-creert2 ; pd-1 - / - animals had to be euthanized after only one week because of a strong accumulation of lymphoblastoid itk-syk + pd-1 - / - cd4 + t cells in the lymphoid tissues and invasive growth with a noncohesive pattern into the solid organs ( fig. 4a and extended data fig. 5a , b , c ) .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
lymphoma,bioprocess,,,mesh,d008223,,,pkcθ,other,,,text,pkcθ,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
mir-26b,other,,,text,mir-26b,,,"pi3k
p110delta",other,,,text,"pi3k
p110delta",,,negative,i,inhibition,,,,,,0.65,indra,"binding of mir-26b to the 3 '-utr of pik3cd mrna inhibited protein translation of the pi3k p110delta in ccrf-cem, koptk1 and molt4 t-all cells (xref_fig).",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
common gamma chain,other,,,text,common gamma chain,,,jak1,other,,jak1,up,p23458,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
diffuse infiltration lymphoblastoid cells,other,,,text_norm,diffuse infiltration lymphoblastoid cells,,,architecture lymph node,other,,,text_norm,architecture lymph node,,,negative,i,inhibition,,,,,,0.65,indra,the architecture of the lymph node is disrupted by a diffuse infiltration of lymphoblastoid cells .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
ddit3,protein,,ddit3,uniprot,p35638,,,ptcl-nos,other,,,text,ptcl-nos,,,positive,i,activation,,,,,,0.65,indra,"ptcl cases (ptcl-nos, alcl, and aitl) were treated with chop based chemotherapy.",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
ddit3,protein,,ddit3,uniprot,p35638,,,ptcl cases,other,,,text,ptcl cases,,,positive,i,activation,,,,,,0.65,indra,"ptcl cases (ptcl-nos, alcl, and aitl) were treated with chop based chemotherapy.",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
ddit3,protein,,ddit3,uniprot,p35638,,,alcl,other,,,text,alcl,,,positive,i,activation,,,,,,0.65,indra,"ptcl cases (ptcl-nos, alcl, and aitl) were treated with chop based chemotherapy.",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
dasatinib (anhydrous),simplechemical,,,chebi,chebi:49375,,,c-kit,other,,,text,c-kit,,,negative,i,inhibition,,,,,,0.65,indra,"indeed a recent publication identified tal1 + patients as particularly sensitive to dasatinib, which is also known to inhibit c-kit amongst other kinases.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
cyclosporin a,simplechemical,,,chebi,chebi:4031,,,cn,protein,,,uniprot,a1z746,,,negative,i,inhibition,,,,,,0.65,indra,inhibition of cn by csa and fk506 could induce significant anti-leukemic effects leading to rapid disease remission and improved survival.,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
cxadr,protein,,cxadr,uniprot,p78310,,,immune response,bioprocess,,,go,go:0006955,,,positive,i,activation,,,,,,0.65,indra,studies indicate that transfer of potent car t cells with central memory traits can enhance antitumor immunity and the curative potential of adoptive therapy for cancer [xref_bibr - xref_bibr].,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
common gamma chain,other,,,text,common gamma chain,,,jak3,other,,jak3,up,p52333,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
cn mutant,other,,,text,cn mutant,,,neoplasm invasiveness,bioprocess,,,mesh,d009361,,,positive,i,activation,,,,,,0.65,indra,"on the other hand, ectopic expression of a constitutively active cn mutant accelerated leukemia progression and invasiveness [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
dll4,protein,,dll4,uniprot,q9nr61,,,bcl2,protein,,bcl2,uniprot,p10415,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
ck2,bioprocess,,,go,go:0005956,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"at high dose, the activation of ck2 blocked pten activity and sustained akt activation.",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
checkpoint,other,,,text_norm,checkpoint,,,t cell clones,other,,,text_norm,t cell clones,,,negative,i,inhibition,,,,,,0.65,indra,our findings that these checkpoint inhibitors can accelerate and / or reactivate t cell clones with oncogenically activated tcr pathways indicate the need for special consideration when using these in t-nhl patients .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
checkpoint,other,,,text_norm,checkpoint,,,growth t cells,other,,,text_norm,growth t cells,,,negative,i,inhibition,,,,,,0.65,indra,"thus , although these checkpoint inhibitors accelerate the growth of t cells with oncogenically sensitized tcr pathways , their pharmacological effects are only transient in contrast to the effect of t cell intrinsic pdcd1 gene deletion .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
cd8+cd19car,other,,,text,cd8+cd19car,,,csf2,protein,,csf2,uniprot,p04141,,,positive,i,increaseamount,,,,,,0.65,indra,"significantly higher levels of th1 cytokines ifngamma (p < 0.05) and gm-csf (p < 0.05) were produced by cd8+ cd19car t cells treated with akti upon cd19 antigen (lcl) stimulation, indicating a population with greater effector function.",pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
cd4cre-ert2 mice,other,,,text_norm,cd4cre-ert2 mice,,,itk-sykcd4cre-ert2 mice,other,,,text_norm,itk-sykcd4cre-ert2 mice,,,positive,i,activation,,,,,,0.65,indra,cd4cre-ert2 10 mice were crossed to the rosa26lsl-itk-syk strain to generate the itk-sykcd4cre-ert2 mice .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
cd4,protein,,cd4,uniprot,p01730,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
calcium(2+),simplechemical,,,chebi,chebi:29108,,,cn,protein,,,uniprot,a1z746,,,positive,i,activation,,,,,,0.65,indra,"upon surface receptor stimulation, increased levels of intracellular calcium are detected by sensor protein calmodulin, which in turn enhances calcium induced cn activation.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
blvrb,protein,,blvrb,uniprot,p30043,,,gc,other,,,text,gc,,,positive,i,activation,,,,,,0.65,indra,"however, t fr cells can also promote antigen specific high-affinity b cell responses 19 and influenza specific gc reactions 44.",pmc4297581,['nan'],['nan'],1,0.1,39,1,39.1
diffuse neoplastic lymphoid infiltration,other,,,text_norm,diffuse neoplastic lymphoid infiltration,,,architecture,bioprocess,,,mesh,d001108,,,negative,i,inhibition,,,,,,0.65,indra,the lymph node architecture was disrupted by a diffuse neoplastic lymphoid infiltration .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
dll4,protein,,dll4,uniprot,q9nr61,,,cish,protein,,cish,uniprot,q9nse2,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
hif1a,protein,,hif1a,uniprot,q16665,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
ec 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor,simplechemical,,,chebi,chebi:84801,,,anti-cd3,other,,,text,anti-cd3,,,negative,i,inhibition,,,,,,0.65,indra,"the presence of the pi3k inhibitor ly2940002 in t reg cell cultures enhanced the production of foxp3 by wt cd4 + t cells in the presence of anti-cd3 plus anti-cd28, increasing the expression from 16.4 to 32.2% (xref_fig); higher concentrations of the pi3k inhibitor were toxic for the cells (not depicted).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
heterozygous deletion pd-1,other,,,text_norm,heterozygous deletion pd-1,,,unrestricted t cell growth,other,,,text_norm,unrestricted t cell growth,,,positive,i,activation,,,,,,0.65,indra,"in contrast , a homo - or heterozygous deletion of pd-1 allows unrestricted t cell growth after an oncogenic insult and leads to the rapid development of highly aggressive lymphomas in vivo that are readily transplantable to recipients .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
gatd3b,protein,,,uniprot,p30042,,,notch1,protein,,notch1,uniprot,p46531,,,positive,i,activation,,,,,,0.65,indra,"moreover, notch1 target hes1 was reported to repress cylindromatosis (cyld), a deubiquitinase negatively regulating ikk complex, both in primary t-all samples and cell lines [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
gatd3b,protein,,,uniprot,p30042,,,ikk_complex,bioprocess,,,mesh,d051550,,,negative,i,inhibition,,,,,,0.65,indra,"moreover, notch1 target hes1 was reported to repress cylindromatosis (cyld), a deubiquitinase negatively regulating ikk complex, both in primary t-all samples and cell lines [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
fbxw7,protein,,fbxw7,uniprot,q969h0,,,notch1,protein,,notch1,uniprot,p46531,,,negative,i,inhibition,,,,,,0.65,indra,"in addition, 8-30% of t-alls harbor mutations in f-box and beta-transducin (wd) repeat domain containing 7 (fbxw7), a protein that normally promotes notch1 proteasomal degradation, and lead to increased notch1 protein stability [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
erk,bioprocess,,,mesh,d020928,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"recent data have demonstrated that decreased erk activation also promotes t reg cell differentiation, although studies have showed varying effects on th17 development.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
engagement,other,,,text_norm,engagement,,,pten phosphohydrolase,bioprocess,,,mesh,d051059,,,positive,i,activation,,,,,,0.65,indra,the engagement of pd-1 increased pten protein levels and attenuated the akt and pkctheta activities in pre-malignant itk-syk expressing cells ( fig. 3f ) .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
engagement,other,,,text_norm,engagement,,,akt pkctheta,other,,,text_norm,akt pkctheta,,,negative,i,inhibition,,,,,,0.65,indra,the engagement of pd-1 increased pten protein levels and attenuated the akt and pkctheta activities in pre-malignant itk-syk expressing cells ( fig. 3f ) .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
egfp,other,,,text,egfp,,,lymphoma,bioprocess,,,mesh,d008223,,,positive,i,activation,,,,,,0.65,indra,"to generate a genetically tractable model of human t-nhl, we had introduced a patient-derived itk-syk together with a egfp cdna into the murine rosa26 locus preceded by a loxp-flanked stop cassette (lsl; rosa26   mice)8. crossing rosa26   mice to cd4-cre transgenic mice for the t cell-specific itk-syk/egfp expression induced fully penetrant aggressive t cell lymphomas in the offspring (itk-syk   mice) that exhibited molecular, clinical and pathological features of the human disease8 (extended data fig. 1a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
ec 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor,other,,,chebi,chebi:84801,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
dll4,protein,,dll4,uniprot,q9nr61,,,notch1,protein,,notch1,uniprot,p46531,,,positive,i,activation,,,,,,0.65,indra,"thus, aberrant expression of the notch ligand delta like 4 (dll4) may contribute to notch1 driven leukemias [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ec 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor,other,,,chebi,chebi:84801,,,akt,other,,,fplx,akt,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
e3_ub_ligase,other,,,fplx,e3_ub_ligase,,,pten,other,,pten,up,p60484,,,positive,i,ubiquitination,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
