Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
tcr,other,,,fplx,tcr,,,plcg,other,,,fplx,plcg,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,pten,other,,pten,up,p60484,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,rps6,other,,rps6,up,p62753,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,signal transduction,bioprocess,,,go,go:0007165,,,positive,i,activation,,,,,,0.86,indra,"the t-cell priming and differentiation are governed by signal transduction mediated by the tcr and a costimulatory molecule, cd28, as well as cytokine signals xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,stat5,other,,,fplx,stat5,,,negative,i,dephosphorylation,,,,,,0.86,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,tcrzeta,other,,,text,tcrzeta,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,"transcription, dna-templated",bioprocess,,,go,go:0006351,,,positive,i,activation,,,,,,0.65,indra,"tcr plus cd28 co-stimulation engagement stimulates a variety of downstream signaling molecules and transcription factors; one prominent pathway is the activation of pi3k, which has been implicated upstream of both akt and mtor pathways.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,zap70,other,,zap70,hgnc,12858,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
tgfb,bioprocess,,,mesh,d016212,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"overall, akt * shut down or strongly curtailed ~ 30% of the transcripts induced by tgf-beta and ~ 20% of tgf-beta-repressed transcripts.",pmc2275380,['nan'],['nan'],1,0.1,39,1,39.1
th17,other,,,text,th17,,,inflammatory response,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,0.65,indra,"as that loss of itk does not appear to impair t reg cell function, our results raise the possibility of itk as a therapeutic candidate for the treatment of diseases involving th17 mediated inflammation.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
th2,other,,,text,th2,,,inflammatory response,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,0.65,indra,strong th2 responses can lead to lung airway inflammation.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
tp53,protein,,tp53,uniprot,p04637,,,proteasome,bioprocess,,,go,go:0000502,,,negative,i,inhibition,,,,,,0.65,indra,high p53 expression triggers proteasome degradation of the pten protein [xref_bibr].,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,mtorc1,bioprocess,,,go,go:0031931,,,negative,i,inhibition,,,,,,0.65,indra,"t cell specific ablation of tbk1 caused heightened activation of akt and its downstream targets, mtorc1 and foxo1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,klf2,protein,,klf2,uniprot,q9y5w3,,,positive,i,increaseamount,,,,,,0.86,indra,"consistently, the tbk1 knockdown also reduced the expression of s1pr1 and klf2 as well as cd62l (xref_supplementary).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,klf2,protein,,klf2,uniprot,q9y5w3,,,negative,i,decreaseamount,,,,,,0.9419,indra,"in naive cd4 + t cells, the tbk1 deficiency only moderately reduced the expression of klf2 and s1pr1 as well as two other t-cell homing genes, ccr7 and cd62l (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
src,other,,src,up,p12931,,,ervk-18,other,,ervk-18,up,o42043,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
raf,other,,,fplx,raf,,,jnk,bioprocess,,,mesh,d048031,,,positive,i,activation,,,,,,0.65,indra,"active pak1 can phosphorylate the serine/threonine kinases raf and mek, thereby activating erk and jnk.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
rasgef,family,,,pfam,pf00617,,,ras,family,,,pfam,pf00071,,,positive,i,activation,,,,,,0.65,indra,"increases in dag levels lead to activation of pkcs and rasgrp, a rasgef that activates ras, which leads to the activation of erk [xref_bibr].",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
reactive oxygen species,other,,,chebi,chebi:26523,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
reactive oxygen species,simplechemical,,,chebi,chebi:26523,,,phosphorylation,other,,,text,phosphorylation,,,positive,i,activation,,,,,,0.65,indra,"studies have shown that the pten protein becomes oxidized in response to the endogenous generation of the reactive oxygen species (ros) stimulated by growth factors and insulin, and this oxidation correlates with a ros-dependent activation of downstream akt phosphorylation [ xref , xref ].",pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
rhoa,other,,rhoa,up,p61586,,,pten,other,,pten,up,p60484,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
rps6,other,,rps6,up,p62753,,,mtor,other,,mtor,up,p42345,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
signaling receptor activity,bioprocess,,,go,go:0038023,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"repertoire studies suggest that distinct t cell receptor signaling pathways lead to t reg differentiation, but the signals that regulate t reg specification are largely unknown.",pmc2275380,['nan'],['nan'],1,0.1,39,1,39.1
sipak1,other,,,text,sipak1,,,pak1,protein,,pak1,uniprot,q13153,,,negative,i,inhibition,,,,,,0.65,indra,inhibition of pak1 by sipak1 blocked the increase in pjnk seen following treatment with rapamycin.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,activation,,,,,,0.65,indra,sirna to foxo3 partially decreased the rapamycin induced upregulation of bim and active caspase 9 levels.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,casp9,protein,,casp9,uniprot,p55211,,,positive,i,activation,,,,,,0.923,indra,rapamycin treatment led to an increase in bim and active caspase 9 levels.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,mtorc1,bioprocess,,,go,go:0031931,,,negative,i,inhibition,,,,,,0.86,indra,mtorc1 is specifically inhibited by low concentrations of rapamycin (100 nm) if the treatment does not extend beyond a few hours.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,mtorc2,bioprocess,,,mesh,d000076225,,,negative,i,inhibition,,,,,,0.65,indra,"under the conditions used here (100 nm for 6 hr), rapamycin specifically inhibited mtorc1 activity, as confirmed by the absence of detectable p-p70s6k, but not mtorc2 activity, as akt phosphorylation on both t308 and s473 was unchanged (mtor in the mtorc2 complex phosphorylates akt whereas akt phosphorylates mtor in the mtorc1 complex).",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
sirolimus,simplechemical,,,chebi,chebi:9168,,,pak1,protein,,pak1,uniprot,q13153,,,positive,i,activation,,,,,,0.65,indra,"furthermore, we show that pak1 is required for the rapamycin induced effects on bim and active caspase 9 using pak1 sirnas (compare sicontrol + rapamycin to sipak1 + rapamycin in xref_supplementary).",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
sp,other,,,text,sp,,,cd69,protein,,cd69,uniprot,q07108,,,positive,i,activation,,,,,,0.65,indra,"as a final step of maturation, cd4+ sp thymocytes down modulate cd69 to acquire competence for emigration from the thymus and home to the peripheral lymphoid organs.",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
stat5,other,,,fplx,stat5,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"in contrast, although il-2 promotes expression of foxp3 via activation of stat5, il-2 and stat5 activation inhibit th17 cell differentiation.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,interferon,family,,rps6,pfam,pf00143,,,positive,i,activation,,,,,,0.65,indra,"however, unlike the typical ikks, tbk1 and ikkepsilon are dispensable for nf-kappab activation but are required for activation of ifn responsive factor 3, a transcription factor mediating type i ifn gene expression xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,other,,tbk1,up,q9uhd2,,,foxo1,other,,foxo1,up,q12778,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,other,,tbk1,up,q9uhd2,,,rac,other,,,text,akt as well as the akt-mtorc1 downstream proteins foxo1 and s6 ( xref ),,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,akt,other,,,fplx,akt,,,negative,i,decreaseamount,,,,,,0.86,indra,"indeed, the expression of tbk1, but not its catalytically inactive mutant (k38a), caused drastic loss of endogenous akt, which was blocked by a proteasome inhibitor, mg132 (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.94757,indra,we have obtained biochemical evidence that the serine 378 phosphorylation site of akt is crucial for tbk1 stimulated akt degradation.,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.923,indra,"t-cell-specific ablation of tbk1 caused heightened activation of akt and its downstream targets, mtorc1 and foxo1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"furthermore, tbk1 knockdown or pharmacological inhibition attenuates the transmigration of human cd4 + t cells across a human brain microvascular endothelial monolayer in vitro.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.923,indra,"although the tbk1 deficiency promotes t-cell activation and differentiation, the tbk1-tko mice are refractory to the induction of eae, an animal model of the autoimmune neuroinflammatory disease ms. we obtained genetic and biochemical evidences that tbk1 served as a negative regulator of akt.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,degradation,other,,,text,degradation,,,negative,i,inhibition,,,,,,0.65,indra,"moreover, a small molecule inhibitor of tbk1, mrt67307  xref  , efficiently inhibited the akt degradation ( xref ).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,foxo1,protein,,foxo1,uniprot,q12778,,,negative,i,inhibition,,,,,,0.65,indra,"t cell specific ablation of tbk1 caused heightened activation of akt and its downstream targets, mtorc1 and foxo1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,foxo1,protein,,foxo1,uniprot,q12778,,,positive,i,activation,,,,,,0.65,indra,"t-cell-specific ablation of tbk1 caused heightened activation of akt and its downstream targets, mtorc1 and foxo1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,hexadecane,simplechemical,,,chebi,chebi:45296,,,positive,i,activation,,,,,,0.86,indra,"to further assess the mechanism by which tbk1 mediates cns infiltration of t cells, we compared the migration of the wt and tbk1 deficient t cells by labelling the in vitro expanded mog primed wt and tbk1-tko t cells with different fluorescence dyes (cmra and cfse, respectively) and transferring them in a mixture (1:1 ratio) into wt mice.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,homeostatic process,bioprocess,,,go,go:0042592,,,negative,i,inhibition,,,,,,0.86,indra,"t-cell-specific ablation of tbk1 perturbed t-cell homeostasis, characterized by an increased frequency of t cells with an activated phenotype, and rendered naive t cells more sensitive to activation by agonistic antibodies for tcr and cd28.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,homing genes kfl2,other,,,text,homing genes kfl2,,,positive,i,increaseamount,,,,,,0.86,indra,"regarding the human relevance of our findings, we found that tbk1 knockdown in human pbmcs causes hyperactivation of akt-mtorc1 signalling and reduced expression of the t-cell homing genes kfl2 and s1pr1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9uhd2,,,ifng,protein,,ifng,uniprot,p01579,,,positive,i,increaseamount,,,,,,0.86,indra,"moreover, the stimulated tbk1 deficient t cells produced remarkably higher levels of ifn-gamma, as detected by both enzyme linked immunosorbent assay (elisa) and flow cytometry assays (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
pak1/jnk/foxo3,other,,,text,pak1/jnk/foxo3,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,"our results provide additional rationale for combination mtor and mek inhibitor therapy because in addition to the anti-proliferative effects of mek inhibitor treatment, mtor inhibition resulting in enhanced pak1/jnk/foxo3 mediated apoptosis could inhibit tumor progression.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mtor inhibitor,simplechemical,,,chebi,chebi:68481,,,pak1,protein,,pak1,uniprot,q13153,,,negative,i,inhibition,,,,,,0.65,indra,these results are consistent with our work showing that pi3k and mtor inhibitors increase pak1 signaling.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,protein,,pak1,uniprot,q13153,,,jnk,bioprocess,,,mesh,d048031,,,positive,i,activation,,,,,,0.9419,indra,pak1 activation of jnk in jurkat t cells following tcr cross linking has been disputed [xref_bibr].,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
cd3,other,,,fplx,cd3,,,bcl2,protein,,bcl2,uniprot,p10415,,,positive,i,activation,,,,,,0.65,indra,"analysis of bcl-2 expression in cd5-deltack2bd newborn mice showed that under basal conditions the absence of cd5-ck2 resulted in decreased bcl-2 levels, while after cd3 stimulation bcl-2 is enhanced to the levels of wt mice suggesting that under steady state conditions this anti-apoptotic molecule may promote ck2 dependent thymocyte survival, while under aicd conditions other pro- or anti-apoptotic molecules may be involved.",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd5-ck2,other,,,text,cd5-ck2,,,cd4+,other,,,text,cd4+,,,positive,i,activation,,,,,,0.65,indra,ablation of cd5-ck2 signaling alters thymocyte development and promotes cd4+ t cell selection.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd5-ck2,other,,,text,cd5-ck2,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,cd5-ck2 mediated thymocyte survival is independent of akt and cdc37 activation.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd5,protein,,cd5,uniprot,p06127,,,p38,bioprocess,,,mesh,d048051,,,positive,i,activation,,,,,,0.65,indra,"although p38 has recently been shown to promote thymocyte survival and can be activated downstream cd5 [xref_bibr], our data suggest that cd5 does not mediate p38 dependent signals during thymocyte development.",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd5,protein,,cd5,uniprot,p06127,,,ck2,bioprocess,,,go,go:0005956,,,positive,i,activation,,,,,,0.8775000000000001,indra,this would indicate that ck2 activated by cd5 engagement does not participate directly in erk translocation.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd4,protein,,cd4,uniprot,p01730,,,klf2,protein,,klf2,uniprot,q9y5w3,,,positive,i,increaseamount,,,,,,0.65,indra,"interestingly, incubation of tbk1-tko cd4 + t cells with small-molecule inhibitors for akt (akti) and its upstream regulator pi3 kinase (ly294002) greatly promoted the expression of klf2 (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
cd4,protein,,cd4,uniprot,p01730,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
cd3,other,,,fplx,cd3,,,erk,other,,,fplx,erk,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd276,protein,,cd276,uniprot,q5zpr3,,,signal transduction,bioprocess,,,go,go:0007165,,,positive,i,activation,,,,,,0.86,indra,"the t-cell priming and differentiation are governed by signal transduction mediated by the tcr and a costimulatory molecule, cd28, as well as cytokine signals xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
cd5-ck2,other,,,text,cd5-ck2,,,endogenous valpha,other,,,text,endogenous valpha,,,negative,i,decreaseamount,,,,,,0.65,indra,here we show that the selective loss of cd5-ck2 signaling did not increase the expression of endogenous valpha or the expression of transgenic valpha2 on all thymic populations (xref_supplementary).,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd274,protein,,cd274,uniprot,q9nzq7,,,treg,other,,,text,treg,,,negative,i,inhibition,,,,,,0.65,indra,"to analyse whether the pd-l1 blockade mediated restoration of the proliferative capacity of treg, cd4- and cd8- t cells as shown in xref_fig was dependent on the hiv infection stage of the host, the respective data points were grouped according to viremia, cd4 t cells counts and antiretroviral treatment (patient grouping as of xref_supplementary).",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
cd274,protein,,cd274,uniprot,q9nzq7,,,signal transduction,bioprocess,,,go,go:0007165,,,positive,i,activation,,,,,,0.65,indra,consistent with this are previous observations that (i) the pd-1 and pd-l1 pathway negatively regulates treg cell proliferation by inhibiting the il-2 signalling cascade [xref_bibr] and (ii) exogenous il-2 can overcome pd-1 and pd-l1-mediated inhibition of proliferation [xref_bibr].,pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
cd274,protein,,cd274,uniprot,q9nzq7,,,isotype control antibody,other,,,text,isotype control antibody,,,negative,i,inhibition,,,,,,0.86,indra,"to test the capacity of expanded treg cells to suppress cd8 t cell proliferation, treg cells were isolated from pbmcs after a 6-day-culture in the presence of pd-l1 blocking antibody or an isotype control antibody, and co-cultured with cfse labelled pbmcs in the presence of anti-cd3 and anti-cd28 and interleukin-2.",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
cd274,protein,,cd274,uniprot,q9nzq7,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.86,indra,"in contrast, the increase of cd8 t cell proliferation mediated by the pd-l1 blockade was significant with respect to the isotype antibody control for all 4 patient groups (figs xref_fig and xref_supplementary).",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
cd274,protein,,cd274,uniprot,q9nzq7,,,cd8,other,,,fplx,cd8,,,negative,i,inhibition,,,,,,0.65,indra,"in contrast, the increase of cd8 t cell proliferation mediated by the pd-l1 blockade was significant with respect to the isotype antibody control for all 4 patient groups (figs xref_fig and xref_supplementary).",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
caspase,family,,,pfam,pf00656,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,0.65,indra,"moreover, western blot analysis demonstrated the absence of cleaved effector caspase 3 both at 24 and 48 h of treatment with the inhibitors suggesting that caspases did not contribute to cell death.",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
cartpt,protein,,cartpt,uniprot,q16568,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,negative,i,decreaseamount,,,,,,0.65,indra,"as can be seen in xref_fig, the percentage of pd-1 expressing treg cells followed viremia and cart reduced pd-1 expression on treg cells.",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
cd5-ck2,other,,,text,cd5-ck2,,,cdc37,protein,,cdc37,uniprot,q16543,,,positive,i,activation,,,,,,0.65,indra,cd5-ck2 mediated thymocyte survival is independent of akt and cdc37 activation.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
cd5-ck2,other,,,text,cd5-ck2,,,erk,bioprocess,,,mesh,d020928,,,positive,i,activation,,,,,,0.86,indra,cd5-ck2 signaling modulates erk activation and thymocyte survival.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,foxo3,protein,,foxo3,uniprot,o43524,,,positive,d,increaseamount,,,,,,0.86,indra,"foxo3 phosphorylation by akt induces binding of the cytoplasmic chaperones 14-3-3 to foxo3 and cytosolic sequestration of the foxo3/14-3-3 complex, preventing foxo3 mediated bim and bcl2l11 transcription in the nucleus.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
dapp1,other,,dapp1,up,q9un19,,,jnk,other,,,fplx,jnk,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
erk,bioprocess,,,mesh,d020928,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"recent data have demonstrated that decreased erk activation also promotes t reg cell differentiation, although studies have showed varying effects on th17 development.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
erk,bioprocess,,,mesh,d020928,,,cd5-ck2,other,,,text,cd5-ck2,,,positive,i,activation,,,,,,0.65,indra,elevated erk activation in the absence of cd5-ck2 signaling.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
ep300,other,,ep300,up,q09472,,,tp53,other,,tp53,up,p04637,,,positive,i,acetylation,,,,,,0.65,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
env,protein,,,uniprot,p04578,,,cd274,protein,,cd274,uniprot,q9nzq7,,,positive,i,activation,,,,,,0.65,indra,"in addition, we observed that the hiv-envelope protein gp120 induced pd-l1 upregulation in treg cells providing an extra mechanistic insight into how hiv can induce pd-l1 (xref_supplementary).",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
ec 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor,simplechemical,,,chebi,chebi:84801,,,anti-cd3,other,,,text,anti-cd3,,,negative,i,inhibition,,,,,,0.65,indra,"the presence of the pi3k inhibitor ly2940002 in t reg cell cultures enhanced the production of foxp3 by wt cd4 + t cells in the presence of anti-cd3 plus anti-cd28, increasing the expression from 16.4 to 32.2% (xref_fig); higher concentrations of the pi3k inhibitor were toxic for the cells (not depicted).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
e3_ub_ligase,other,,,fplx,e3_ub_ligase,,,pten,other,,pten,up,p60484,,,positive,i,ubiquitination,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
dapp1,protein,,dapp1,uniprot,q9un19,,,pak1,protein,,pak1,uniprot,q13153,,,positive,i,activation,,,,,,0.65,indra,"in the second set of experiments, in mouse t cells, bam32 deficiency was used to modulate pak1 activity (xref_supplementary).",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
ctss,protein,,ctss,uniprot,p25774,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,0.65,indra,"conversely, in jurkat cells, which did not activate autophagy, gene modulation was affected to a much lower extent and preferentially involved anti-proliferative targets, as the cell cycle inhibitor cdkn1b, and the autophagy inhibitor ctss.",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
cd5-ck2,other,,,text,cd5-ck2,,,tcr,other,,,fplx,tcr,,,positive,i,activation,,,,,,0.65,indra,"using a gene targeted mouse in which the cd5-ck2bd is selectively ablated (cd5-deltack2bd), we determined that loss of function of cd5-ck2 signaling in a mhc-ii selecting tcr transgenic (ot-ii) mouse resulted in decrease in double positive (dp) thymocytes, which correlated with enhanced apoptosis.",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
ctla4,protein,,ctla4,uniprot,p16410,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"ligation of ctla-4 and pd-1 both inhibit akt activity, suggesting pi3k-akt signaling is a major mechanism of immune regulation [xref_bibr, xref_bibr].",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
ck2,bioprocess,,,go,go:0005956,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,"nevertheless, in both of these cell lines, pten was phosphorylated at ser380, which is a marker of pten posttranslational inactivation by ck2 and consequent pi3k pathway activation [xref_bibr, xref_bibr].",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
ck2,bioprocess,,,go,go:0005956,,,cdc37,protein,,cdc37,uniprot,q16543,,,positive,i,activation,,,,,,0.65,indra,"cdc37, activated by ck2, functions as a co-chaperone for heat shock protein 90 (hsp90) to promote survival [xref_bibr].",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
ck2,bioprocess,,,go,go:0005956,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"at high dose, the activation of ck2 blocked pten activity and sustained akt activation.",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
cell cycle,bioprocess,,,go,go:0007049,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,0.65,indra,"overall, these results demonstrated that pi3k inhibition caused cell cycle arrest in g 0 / g 1 cell phase but only pan-inhibition was able to efficiently induce cell death with a caspase independent mechanism.",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
cdkn1b,protein,,cdkn1b,uniprot,p46527,,,cell cycle,bioprocess,,,go,go:0007049,,,negative,i,inhibition,,,,,,0.65,indra,"conversely, in jurkat cells, which did not activate autophagy, gene modulation was affected to a much lower extent and preferentially involved anti-proliferative targets, as the cell cycle inhibitor cdkn1b, and the autophagy inhibitor ctss.",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
cd69,protein,,cd69,uniprot,q07108,,,erk,bioprocess,,,mesh,d020928,,,negative,i,inhibition,,,,,,0.65,indra,cd69 expression is upregulated by ap-1 a nuclear downstream target of erk [xref_bibr].,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
card11,protein,,card11,uniprot,q9bxl7,,,nfkappab,bioprocess,,,mesh,d016328,,,positive,i,activation,,,,,,0.65,indra,"briefly, the "" chronic "" bcr signaling in abc-dlbcl is characterized by the many pathways involved with the card11 mediated activation of nf-kappab signaling, whereas the "" tonic "" bcr signaling in gcb-dlbcl is characterized by the constitutive activation of pi3k in promoting survival [xref_bibr, xref_bibr].",pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
