,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
488,notch,protein family,pf00066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc3877363', 'pmc3877363']","['activation of the mek and erk pathway promotes notch signalling . ++++ however , further studies are required to delineate the precise mechanisms by which the mek and erk pathway promotes notch signalling . ++++ the mek and erk pathway promotes notch signalling in pancreatic cancer cells .', 'the mek and erk pathway promoting expression of notch target genes thereby influencing notch signal strength .']",2,1.0,40.0,1.0,42.0
489,notch,protein family,pf00066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mek,protein family|protein complex,mek,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc3877363', 'pmc3877363']","['activation of the mek and erk pathway promotes notch signalling . ++++ however , further studies are required to delineate the precise mechanisms by which the mek and erk pathway promotes notch signalling . ++++ the mek and erk pathway promotes notch signalling in pancreatic cancer cells .', 'the mek and erk pathway promoting expression of notch target genes thereby influencing notch signal strength .']",2,1.0,40.0,1.0,42.0
502,npm,protein,p06748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc4171619', 'pmc4171619']","['inhibition of akt decreases p53 mut stability in a npm and arf dependent manner . ++++ we interpret this as an inability of akt to target oligomeric npm due to ser48 inaccessibility in the pentameric ring , but also that the cycling pool of npm can be phosphorylated and prevented from forming pentamers , which prevents npm : arf sequestration rather than disrupting localization . ++++ we can also assume that akt promotes mdm2 nuclear localisation , but that its activity is controlled by the akt mediated npm-arf nucleoplasmic pool once there . ++++ in t24 cells , where npm is phosphorylated on ser48 , inhibition of akt decreases the monomeric fraction of npm ( xref_supplementary ) and increases npm oligomers ( xref_supplementary ) .', 'we confirmed that akt specifically phosphorylated npm on ser48 by in-vitro kinase assay .']",2,1.0,40.0,1.0,42.0
503,p-erk1/2,protein family|protein complex,erk,nan,nan,nan,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'amount']","['pmc3135566', 'pmc3135566']","['indeed , when the mek pathway was inhibited in lm2 cells , early p-akt activity increased , while pi3k inhibition increased p-erk1/2 ( 4 hrs : figure xref_fig ) .', 'conversely , pi3k inhibition ( by ly294002 ) increased basal p-erk1/2 levels at the expense of p-akt ( 4 hrs time point ; figure xref_fig ) .']",2,1.0,40.0,1.0,42.0
569,p70 s6 kinase,protein family|protein complex,p70s6k,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc2653860', 'pmc3187934']","['one of the substrates of mtor is the p70 s6 kinase ( p70s6k ) which upon phosphorylation by mtor is activated .', 'further downstream , mtor phosphorylates p70 s6 kinase ( t389 ) , a regulator of ribosomal protein s6 ( rps6 ) responsible for mrna translation , and has been proposed to signal via 14-3-3 ( tyrosine 3-monooxygenase ) , a required protein in raf signaling , to inhibit irs-1 in a negative feedback loop xref_bibr .']",2,1.0,40.0,1.0,42.0
584,pdgfr,protein family|protein complex,pdgfr,nan,nan,nan,nan,nan,egfr,protein,p00533,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc3537888', 'pmc3537888']","['egfr signaling is known to activate rac1 [ xref_bibr ] , which also regulates actomyosin contractility and cell shape , thus egfr activated rac1 may not only support pdgfr inhibitor-iv induced cell rounding but also stat3 nuclear import .', 'furthermore , egfr inhibition in the presence of pdgfr inhibitor-iv also "" reversed "" the distinctive pdgfr inhibitor-iv-induced msc shape back toward a more elongated morphology ( xref_fig f ) .']",2,1.0,40.0,1.0,42.0
587,pfkfb3,protein,q16875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc4720880', 'pmc4720880']","['pfkfb3 could be upregulated by rasfonin and downregulated by akt inhibition , whereas pfkfb3 deprivation attenuated rasfonin induced autophagic fluxes .', '37 indeed , here we show that the pharmacologic or genetic inhibition of akt reduced pfkfb3 expression at both mrna and protein level .']",2,1.0,40.0,1.0,42.0
588,pgc-1alpha,protein,q9ubk2,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'acetylation']","['pmc4076706', 'pmc4076706']","['when taken in aggregate , our findings indicate that insulin suppresses hepatic gluconeogenesis during refeeding , in part by activating cyclin d1 and cdk4 complex to suppress pgc-1alpha activity .', 'in contrast , pcaf mediated acetylation was not affected by fascaplysin , further suggesting that cdk4 inhibition modulates pgc-1alpha acetylation through gcn5 ( xref_fig ) .']",2,1.0,40.0,1.0,42.0
311,gef-h1,protein,q92974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc4729484', 'pmc4729484']","['tnf-alpha-induced rhoa activation is mediated by erk stimulation of gef-h1 [ xref_bibr ] .', 'in contrast , another study has suggested that the phosphorylation of gef-h1 by erk inhibits gef-h1 activity , which decreases rhoa activation [ xref_bibr ] .']",2,1.0,40.0,1.0,42.0
296,foxo,protein family|protein complex,foxo,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc2915986', 'pmc3181262']","['inhibition of pi3k and akt and mapk and erk pathways causes activation of foxo transcription factor , leading to cell cycle arrest and apoptosis in pancreatic cancer . ++++ the inhibition of pi3k and akt and mek and erk pathways activated foxo transcription factors . ++++ these data suggest that inhibition of pi3k and akt and erk pathways acts together to activate foxo transcription factor and enhances sfn induced foxo transcriptional activity , leading to cell cycle arrest and apoptosis . ++++ inhibition of pi3k and akt and mapk and erk pathways causes activation of foxo transcription factor , leading to cell cycle arrest and apoptosis in pancreatic cancer . ++++ inhibition of pi3k and akt and mek and erk pathways synergistically and additively induces foxo transcriptional activity and apoptosis in the presence or absence of sulforaphane . ++++ our results demonstrate that inhibition of pi3k and akt and erk pathways activates foxo transcription factors .', 'the inhibition of pi3k and akt and mek and erk pathways induced foxo transcriptional activity and apoptosis . ++++ thus , our studies suggest that inhibition of erk and akt pathways act together to activate foxo transcription factors which are involved in resveratrol mediated pancreatic tumor growth suppression . ++++ these data suggest that inhibition of erk and akt pathways act together to activate foxo transcription factors which are involved in resveratrol mediated pancreatic tumor growth suppression . ++++ inhibition of pi3k and akt and mek and erk pathways activates foxo transcription factors . ++++ the inhibition of pi3k and akt and mek and erk pathways induced foxo transcriptional activity and apoptosis .']",2,1.0,40.0,1.0,42.0
720,skp2,protein,q13309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,stat3,protein,p40763,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc4923948', 'pmc4923948']","['previous literature showed that stat3 might induce skp2 expression xref_bibr ; therefore , to explore the mechanism underlying altered skp2 transcription , we used plasmid stat3 to transfect min6 cells .', 'stat3 increased the expression of skp2 in a pancreatic beta cell line . ++++ in addition , the transcription factor stat3 can be activated by src to regulate skp2 expression positively xref_bibr .']",2,1.0,40.0,1.0,42.0
287,fat4,protein,q6v0i7,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc4334522', 'pmc4334522']","['on the other hand , they suggest that inhibition of cofilin1 significantly attenuates fat4 mrna repression by src ( xref_fig ) .', 'in this model , we found that fat4 mrna expression was repressed by src activation in mcf-10a cells ( xref_fig ) . ++++ thus , these results indicate that src represses fat4 mrna expression through the mek and erk pathway . ++++ here , we show that transient src activation represses fat4 mrna expression and leads to tumor transformation in mcf-10a cells , which are immortalized normal human mammary epithelial cells . ++++ thus , to determine whether src downregulates fat4 mrna expression by altering actin structures , we examined the effect of the rock inhibitor y-27632 on fat4 mrna expression . ++++ fat4 gene expression is repressed during human breast cell transformation by the src oncogene . ++++ we also investigated whether the mek and erk pathway is involved in src reduced fat4 mrna expression by rt-qpcr analysis ; the results suggest that src mediated inhibition of fat4 mrna expression is repressed in mcf-10a cells by u0126 or pd0325901 , a mek inhibitor ( xref_fig and xref_supplementary . ) ++++ thus , these results indicate that src induces tumorigenesis and suppresses fat4 mrna expression in mcf-10a cells . ++++ therefore , we propose that src suppresses fat4 mrna expression through actin depolymerization by cofilin1 . ++++ in this study , we show that transient activation of the src oncoprotein represses fat4 mrna expression through actin depolymerization in the immortalized normal human mammary epithelial cell line mcf-10a .']",2,1.0,40.0,1.0,42.0
718,skp2,protein,q13309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3317191', 'pmc3317191']","['interestingly , recent studies revealed that the protein stability of p27 kip1 is controlled by akt dependent phosphorylation of skp2 [ xref_bibr , xref_bibr ] .', 'akt interacts with and directly phosphorylates skp2 at ser72 , which triggers scf complex formation and e3 ligase activity [ xref_bibr ] .']",2,1.0,40.0,1.0,42.0
778,tip60,protein,q92993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk3,protein family|protein complex,gsk3,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3481126', 'pmc3481126']","['inhibition of pi 3-kinase similarly resulted in gsk3 dependent phosphorylation of tip60 ( xref_fig ) and acetylation of p53 ( xref_fig ) in pc12 rat pheochromocytoma cells . ++++ the principal mechanism leading to activation of p53 in response to inhibition of pi 3-kinase is phosphorylation of the histone acetyltransferase tip60 by gsk3 , leading to acetylation and activation of p53 .', 'instead , activation of p53 was mediated primarily by a recently described pathway 30 in which gsk3 phosphorylates and activates the lysine acetyltransferase tip60 , which then activates p53 by acetylation .']",2,1.0,40.0,1.0,42.0
808,wee1hu,protein,p30291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc3317191', 'pmc3317191']","['ser642 phosphorylation does not affect the kinase activity ; however , it promotes cytoplasmic localization of wee1hu through binding to 14-3-3theta [ xref_bibr ] .', 'akt binds to and phosphorylates wee1hu at ser642 within its c-terminal catalytic domain during late s and g2 phase .']",2,1.0,40.0,1.0,42.0
767,survivin,protein,q4r1j6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tgf-beta1,protein,p01137,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc3730417', 'pmc3730417']","['as tgf-beta1 was previously shown to upregulate survivin , we hypothesized that survivin may contribute to the cell cycle progression of arpe-19 cells treated with tgf-beta1 . ++++ 23 in the present study , we report that tgf-beta1 signaling upregulates survivin to inhibit apoptosis during emt . ++++ to determine the effect of survivin on tgf-beta1-induced cell fate decision , we selected hep3b cells and then examined the level of survivin expression on hep3b cells treated with tgf-beta1 for different lengths of time . ++++ as tgf-beta1 was previously shown to upregulate survivin , we hypothesized that survivin may contribute to the cell cycle progression of arpe-19 cells treated with tgf-beta1 .', 'tgf-beta1 induced survivin expression , which in turn stabilized tubulin and aurora b. rt-pcr and western blot analysis revealed that survivin expression increased in arpe-19 cells following tgf-beta1 treatment . ++++ tgf-beta1 can upregulate survivin expression via the pi3k pathway , and this increased level of survivin promotes cell cycle progression and microtubule stability , thereby inducing cells to undergo emt and evade apoptosis .']",2,1.0,40.0,1.0,42.0
777,tfeb,protein,p19484,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'amount']","['pmc4896000', 'pmc4896000']","['while we show that mtor activation maximally inhibits tfeb , mtor inhibition only fractionally activated tfeb . ++++ importantly , mtor inhibition activated tfeb for a limited duration of 1.5 hours , and thereafter the cell population was progressively re-inactivated , with distinct kinetics for torin1 and nutrient deprivation treatments . ++++ mtor inhibition rapidly activates tfeb in a fraction of cells , for a limited duration , with distinct tfeb subpopulation re-inactivation dynamics in response to torin1 vs. nutrient deprivation . ++++ while we show that mtor activation maximally inhibits tfeb , mtor inhibition only fractionally activated tfeb .', 'interestingly , total cellular tfeb immunofluorescence appeared strongly increased under torin1 treatment , suggesting that mtor inhibition increased tfeb protein levels . ++++ during the period of 0.5 to 1.5 hours following perturbation , mtor activation decreased tfeb protein levels and increased tfeb cytoplasmic retention . ++++ bulk population results revealed that mtor negatively regulates tfeb protein levels , concomitantly to the regulation of tfeb localization .']",2,1.0,40.0,1.0,42.0
145,caspase,protein family|protein complex,caspase,nan,nan,nan,nan,nan,bcl-2,protein,p10415,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc2185587', 'pmc2185587']","['akt , but not bcl-2 , inhibits caspase activation induced by cytochrome c in a cell-free system .', 'data from our cell fractionation study and cell-free assay are consistent with bcl-2 acting to inhibit apoptosis mainly at the mitochondrial level to suppress cytochrome c release , since bcl-2 inhibits the release of cytochrome c but fails to inhibit caspase activation induced by added cytochrome c in the cell-free assay .']",2,1.0,40.0,1.0,42.0
110,beta-catenin,protein,p35222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk3beta,protein,p49841,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc4558782', 'pmc4558782']","['the results showed that reconstitution of the gsk3beta ko/gsk3alpha kd mefs with wt flag-gsk3alpha or flag-gsk3alpha y279e , but not gsk3alpha y279f mutant restored wnt induced accumulation of beta-catenin ( xref_fig ) .', 'reconstitution of the gsk3beta ko/gsk3alpha kd mefs with wt ha-gsk3beta reduced the basal level of beta-catenin to the level comparable to wt mefs ( xref_fig , comparing lanes 1 , 5 and 7 ) , likely due to the restoration of gsk3 mediated phosphorylation of beta-catenin . ++++ the loss of functional apc results in less efficient gsk3 ( two isoforms in mammals , gsk3alpha and gsk3beta )-mediated phosphorylation of beta-catenin , leading to reduced degradation of beta-catenin , thus mimicking wnt stimulation .']",2,1.0,40.0,1.0,42.0
737,snail,protein family,ipr029795,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['ubiquitination', 'ubiquitination']","['pmc3355968', 'pmc3355968']","['independently of kinases , wild type p53 but not mutant p53 has been shown to interact with and induce snail and slug ubiquitination and degradation .', 'mdm2 functions as an ubiquitin ligase for p53 induced snail ubiquitination .']",2,1.0,40.0,1.0,42.0
282,fak,protein,q05397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc2173263', 'pmc2173263']","['although the in vitro findings provide an important insight into the molecular basis of src mediated fak and alphavbeta5 interactions in the vegf pathway , the functional requirement for integrin alphavbeta5 in a vegf mediated vascular response remained unknown . ++++ therefore , to further characterize the mechanism of the src mediated fak and alphavbeta5 interaction , in vitro binding studies were performed using nh 2 - or cooh-terminal domains of fak and various full-length or truncated fusion proteins of beta5 and beta3 cytoplasmic tails .', 'there are no obvious motifs within the integrin beta5 cytoplasmic tail , such as a phosphotyrosine binding domain that might account for such an interaction , but evidence presented here suggests that src mediated tyrosine phosphorylation of the fak ct at aa 861 can contribute to the fak and alphavbeta5 association . ++++ however , src induced tyrosine phosphorylation of the fak ct in vitro as detected with phosphotyrosine antibodies to aa 861 and 925 ( xref_fig c ) .']",2,1.0,40.0,1.0,42.0
795,twist1,protein,q15672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4513933', 'pmc4513933']","['in addition , akt directly phosphorylates twist1 at ser42 to promote twist1 mediated expression of tgfbeta2 , leading to enhanced tgfbeta signaling in breast cancer cells [ xref_bibr ] . ++++ in addition , akt directly phosphorylates twist1 at ser42 to promote twist1 mediated expression of tgfbeta2 , leading to enhanced tgfbeta signaling in breast cancer cells [ xref_bibr ] .', 'as another illustration of this concept , akt mediated phosphorylation of the emt transcription factor twist1 leads to transcriptional activation of the tgfbeta2 promoter and activated tgfbeta signaling promoting emt and breast cancer metastasis [ xref_bibr ] .']",2,1.0,40.0,1.0,42.0
804,vps34,protein,q8neb9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc4585463', 'pmc4585463']","['we also found that mtor inhibition reduced vps34 activity , which is consistent with the previously published work from other groups . ++++ this could suggest that these tubules are different in nature to the alr tubules or that inhibition of the mtor activated vps34 impairs the selectivity mechanism , for example by simply allowing the tubules to persist attached to the originating lysosome .', 'given that our original observation showed that vps34 activity was important in mtor dependent lysosomal tubulation ( fig xref_fig ) , we examined whether mtor phosphorylation of uvrag altered vps34 activity .']",2,1.0,40.0,1.0,42.0
484,nicd,protein,p46531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk-3beta,protein,p49841,nan,nan,i,['nan'],['phosphorylation'],['pmc4102778'],['gsk-3beta phosphorylates the nicd .'],1,1.0,40.0,1.0,41.0
302,foxo3a,protein,o43524,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt.p,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc3734838'],"['conversely , when we activated akt in crc cells using constitutively activated akt constructs prior to selenite treatment , we found that , consistent with our hypothesis , constitutively activated akt increased phosphorylation of akt and foxo3a and selenite could no longer reduce phosphorylation of akt and consequently phosphorylation of foxo3a ( xref_fig ) .']",1,1.0,40.0,1.0,41.0
483,nic1,protein,o82752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mek,protein family|protein complex,mek,nan,nan,i,['nan'],['none'],['pmc3877363'],"['therefore , to begin delineating the mechanisms that account for the positive impact of the mek and erk pathway on notch signalling , we investigated whether activation of the mek and erk pathway could promote the association of nic1 with either csl or maml1 .']",1,1.0,40.0,1.0,41.0
485,nodal,protein,q96s42,nan,nan,nan,nan,nan,ybx1,protein,p67809,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc3771576'],"[""ybx1 recognizes the 3 ' untranslated region ( utr ) of sqt rna and prevents premature translation and sqt and nodal signaling . ++++ thus , ybx1 prevents ectopic nodal activity , revealing a new paradigm in the regulation of nodal signaling , which is likely to be conserved .""]",1,1.0,40.0,1.0,41.0
481,nic1,protein,o82752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,i,['nan'],['none'],['pmc3877363'],"['therefore , to begin delineating the mechanisms that account for the positive impact of the mek and erk pathway on notch signalling , we investigated whether activation of the mek and erk pathway could promote the association of nic1 with either csl or maml1 .']",1,1.0,40.0,1.0,41.0
478,nf-kappab,protein family|protein complex,nfkappab,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['nan'],['none'],['pmc2652403'],['akt was reported to stimulate nf-kappab predominantly by up-regulating of the transactivation potential of the p65 subunit of nf-kappab [ xref_bibr ] .'],1,1.0,40.0,1.0,41.0
477,nf-kappab,protein family|protein complex,nfkappab,nan,nan,nan,nan,nan,gsk-3beta,protein,p49841,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc4102778'],['other studies have indicated that gsk-3beta suppressed nf-kappab activity by preventing the degradation of ikapabalpha [ xref_bibr ] .'],1,1.0,40.0,1.0,41.0
482,nic1,protein,o82752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk1,protein,p27361,nan,nan,i,['nan'],['phosphorylation'],['pmc3877363'],"['interestingly , an active erk1 was able to phosphorylate nic1 in in vitro kinase assays ( xref_fig ) .']",1,1.0,40.0,1.0,41.0
144,caspase,protein family|protein complex,caspase,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc2185587'],"['akt , but not bcl-2 , inhibits caspase activation induced by cytochrome c in a cell-free system .']",1,1.0,40.0,1.0,41.0
486,notch,protein family,pf00066,nan,nan,nan,nan,nan,gsk3beta,protein,p49841,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc1403772'],"['as observed with t-cells , inhibition of gsk3beta with lithium chloride strongly enhanced the level of notch signalling in a dose dependent manner . ++++ whilst our data agrees with that of espinosa et al. [ xref_bibr ] , that is that gsk3beta activity inhibits notch signalling , data from the nye laboratory in gsk3beta deficient murine embryonic fibroblasts demonstrates that gsk3beta phosphorylates and stabilises notch-ic , leading to enhanced signalling [ xref_bibr ] .']",1,1.0,40.0,1.0,41.0
475,nbr1,protein,q14596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk3a,protein,p49840,nan,nan,i,['nan'],['phosphorylation'],['pmc4091167'],"['xref_bibr altogether , our results show that gsk3a and gsk3b phosphorylate nbr1 in vitro .']",1,1.0,40.0,1.0,41.0
142,calpain,protein family|protein complex,capn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,i,['nan'],['phosphorylation'],['pmc3378628'],"['for instance , erk can directly phosphorylate and activate the m-isoform of the calcium dependent protease calpain ( calpain2 ) , and this is crucial for the proteolysis and turnover of several adhesion components including focal adhesion kinase ( fak ) .']",1,1.0,40.0,1.0,41.0
140,cabin1,protein,q9y6j0,nan,nan,nan,nan,nan,chk2,protein,o96017.t,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['ubiquitination'],['pmc3575827'],['overexpression of atm or chk2 increased the ubiquitination of cabin1 protein ( xref_fig a and b ) .'],1,1.0,40.0,1.0,41.0
490,notch,protein family,pf00066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,wnt,protein family|protein complex,wnt,nan,nan,i,['nan'],['none'],['pmc1403772'],['pi3k and wnt signalling modulate notch responses via a common pathway .'],1,1.0,40.0,1.0,41.0
139,cabin1,protein,q9y6j0,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['ubiquitination'],['pmc3575827'],"['here , we found that atm and chk2 mediate phosphorylation of cabin1 and the crl4ddb2 ubiquitin ligase complex binds and mediates cabin1 ubiquitination , leading to proteasomal degradation upon dna damage .']",1,1.0,40.0,1.0,41.0
138,cabin1,protein,q9y6j0,nan,nan,nan,nan,nan,atm,protein,q13315.t,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['ubiquitination'],['pmc3575827'],['overexpression of atm or chk2 increased the ubiquitination of cabin1 protein ( xref_fig a and b ) .'],1,1.0,40.0,1.0,41.0
493,notch1,protein,p46531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ras,protein family,pf00071,nan,nan,i,['nan'],['none'],['pmc3877363'],"['these studies , mainly done under prolonged ras activation or mek inhibition , suggested that ras signalling promotes notch1 receptor cleavage and activation .']",1,1.0,40.0,1.0,41.0
137,cabin1,protein,q9y6j0,nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['ubiquitination'],['pmc3575827'],"['here , we found that atm and chk2 mediate phosphorylation of cabin1 and the crl4ddb2 ubiquitin ligase complex binds and mediates cabin1 ubiquitination , leading to proteasomal degradation upon dna damage .']",1,1.0,40.0,1.0,41.0
136,c-myc protein,protein,q17103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mek,protein family|protein complex,mek,nan,nan,i,['nan'],['amount'],['pmc4687460'],"['western blot analyses demonstrated that mek inhibition also reduced c-myc protein levels in both cell lines without , however , affecting e-cadherin and beta-catenin expressions ( xref_fig ) .']",1,1.0,40.0,1.0,41.0
127,brca1,protein,p38398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,i,['nan'],['phosphorylation'],['pmc2954851'],['the effector kinase chk2 can phosphorylate brca1 on s988 in response to ir [ xref_bibr - xref_bibr ] but the functional consequences are still not clear .'],1,1.0,40.0,1.0,41.0
497,noxa,protein,q13794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,i,['nan'],['none'],['pmc4294377'],['p53 independent induction of noxa by creb has also been previously reported [ xref_bibr ] .'],1,1.0,40.0,1.0,41.0
619,pml,protein,p29590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['nan'],['none'],['pmc3325598'],"['taken together , these results indicate that akt induces dna damage independent p53 stabilisation via arf- and pml independent nucleolar sequestration of mdm2 .']",1,1.0,40.0,1.0,41.0
125,brca1,protein,p38398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['nan'],['phosphorylation'],['pmc3317191'],"['although akt is able to phosphorylate thr509 of brca1 within the nuclear localization sequences ( nls ) , there is no direct evidence that thr509 phosphorylation is required for cytoplasmic localization of brca1 [ xref_bibr - xref_bibr ] .']",1,1.0,40.0,1.0,41.0
501,npm,protein,p06748,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc4171619'],"['in t24 cells , where npm is phosphorylated on ser48 , inhibition of akt decreases the monomeric fraction of npm ( xref_supplementary ) and increases npm oligomers ( xref_supplementary ) . ++++ thus , oncogenic activation of akt disrupts npm quaternary dynamics via phosphorylation of ser48 .']",1,1.0,40.0,1.0,41.0
476,nbr1,protein,q14596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk3b,protein,p49841,nan,nan,i,['nan'],['phosphorylation'],['pmc4091167'],"['xref_bibr altogether , our results show that gsk3a and gsk3b phosphorylate nbr1 in vitro .']",1,1.0,40.0,1.0,41.0
743,sp-a,protein,p48023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mapk,protein family|protein complex,erk.p,nan,nan,i,['nan'],['transcription'],['pmc150512'],"['thus , phosphorylation of p44/42 mapk may be involved in the up-regulation of sp-a gene expression , results consistent with our observation that inhibition of basal levels of p44/42 mapk phosphorylation may decrease sp-a gene expression .']",1,1.0,40.0,1.0,41.0
632,prr5l,protein,q6mzq0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,['nan'],['phosphorylation'],['pmc2075366'],"['the significance of the phosphorylation of prr5l by mtor , in particular by mtorc1 , remains to be determined . ++++ prr5l is phosphorylated by mtor in vitro .']",1,1.0,40.0,1.0,41.0
171,cdc25c,protein,p30307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,i,['nan'],['phosphorylation'],['pmc4296918'],"['in this case , chk2 phosphorylates cdc25c , which results in the translocation of this phosphatase to the cytoplasm , through an interaction with 14-3-3 proteins .']",1,1.0,40.0,1.0,41.0
655,ralgds,protein,q12967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ras,protein family,pf00071,nan,nan,i,['nan'],['none'],['pmc4525067'],"['ras can activate three major pathways , the raf , ralgds , and pi3k pathways , all of which contribute to the fully transformed phenotype of cancer cells .']",1,1.0,40.0,1.0,41.0
